id,symbols,countries,date,value
1004,INR,Indian Rupee,2023-08-15,90.822752
1005,IQD,Iraqi Dinar,2023-08-01,1442.000658
1006,IQD,Iraqi Dinar,2023-08-02,1435.694284
1007,IQD,Iraqi Dinar,2023-08-03,1434.633812
1008,IQD,Iraqi Dinar,2023-08-04,1444.650522
1009,IQD,Iraqi Dinar,2023-08-05,1433.487938
1010,IQD,Iraqi Dinar,2023-08-06,1432.063833
1011,IQD,Iraqi Dinar,2023-08-07,1440.550358
1012,IQD,Iraqi Dinar,2023-08-08,1435.188629
1013,IQD,Iraqi Dinar,2023-08-09,1449.073271
1014,IQD,Iraqi Dinar,2023-08-10,1437.666702
1015,IQD,Iraqi Dinar,2023-08-11,1435.991736
1016,IQD,Iraqi Dinar,2023-08-12,1439.789789
1017,IQD,Iraqi Dinar,2023-08-13,1439.79296
1018,IQD,Iraqi Dinar,2023-08-14,1432.295708
1019,IQD,Iraqi Dinar,2023-08-15,1434.494878
1020,IRR,Iranian Rial,2023-08-01,46576.071614
1021,IRR,Iranian Rial,2023-08-02,46305.902289
1022,IRR,Iranian Rial,2023-08-03,46338.126407
1023,IRR,Iranian Rial,2023-08-04,46648.981366
1024,IRR,Iranian Rial,2023-08-05,46648.981366
1025,IRR,Iranian Rial,2023-08-06,46554.032628
1026,IRR,Iranian Rial,2023-08-07,46555.591494
1027,IRR,Iranian Rial,2023-08-08,46368.598647
1028,IRR,Iranian Rial,2023-08-09,46447.989366
1029,IRR,Iranian Rial,2023-08-10,46465.05498
1030,IRR,Iranian Rial,2023-08-11,46389.993829
1031,IRR,Iranian Rial,2023-08-12,46389.993829
1032,IRR,Iranian Rial,2023-08-13,46390.087095
1033,IRR,Iranian Rial,2023-08-14,46232.040194
1034,IRR,Iranian Rial,2023-08-15,46170.958157
1035,ISK,Icelandic Króna,2023-08-01,144.299372
1036,ISK,Icelandic Króna,2023-08-02,144.698821
1037,ISK,Icelandic Króna,2023-08-03,144.701122
1038,ISK,Icelandic Króna,2023-08-04,145.28615
1039,ISK,Icelandic Króna,2023-08-05,145.28615
1040,ISK,Icelandic Króna,2023-08-06,145.110808
1041,ISK,Icelandic Króna,2023-08-07,145.093907
1042,ISK,Icelandic Króna,2023-08-08,144.51078
1043,ISK,Icelandic Króna,2023-08-09,144.297665
1044,ISK,Icelandic Króna,2023-08-10,144.493456
1045,ISK,Icelandic Króna,2023-08-11,144.943779
1046,ISK,Icelandic Króna,2023-08-12,144.943779
1047,ISK,Icelandic Króna,2023-08-13,144.943809
1048,ISK,Icelandic Króna,2023-08-14,144.117682
1049,ISK,Icelandic Króna,2023-08-15,144.101642
1050,JEP,Jersey Pound,2023-08-01,0.85615
1051,JEP,Jersey Pound,2023-08-02,0.858476
1052,JEP,Jersey Pound,2023-08-03,0.861579
1053,JEP,Jersey Pound,2023-08-04,0.867699
1054,JEP,Jersey Pound,2023-08-05,0.863025
1055,JEP,Jersey Pound,2023-08-06,0.862999
1056,JEP,Jersey Pound,2023-08-07,0.863062
1057,JEP,Jersey Pound,2023-08-08,0.858294
1058,JEP,Jersey Pound,2023-08-09,0.862549
1059,JEP,Jersey Pound,2023-08-10,0.863704
1060,JEP,Jersey Pound,2023-08-11,0.861722
1061,JEP,Jersey Pound,2023-08-12,0.86379
1062,JEP,Jersey Pound,2023-08-13,0.863596
1063,JEP,Jersey Pound,2023-08-14,0.860887
1064,JEP,Jersey Pound,2023-08-15,0.860004
1065,JMD,Jamaican Dollar,2023-08-01,170.128078
1066,JMD,Jamaican Dollar,2023-08-02,170.409158
1067,JMD,Jamaican Dollar,2023-08-03,169.406394
1068,JMD,Jamaican Dollar,2023-08-04,170.512493
1069,JMD,Jamaican Dollar,2023-08-05,169.19497
1070,JMD,Jamaican Dollar,2023-08-06,169.026883
1071,JMD,Jamaican Dollar,2023-08-07,169.991501
1072,JMD,Jamaican Dollar,2023-08-08,169.291729
1073,JMD,Jamaican Dollar,2023-08-09,169.50351
1074,JMD,Jamaican Dollar,2023-08-10,169.644767
1075,JMD,Jamaican Dollar,2023-08-11,169.498684
1076,JMD,Jamaican Dollar,2023-08-12,169.946991
1077,JMD,Jamaican Dollar,2023-08-13,169.947365
1078,JMD,Jamaican Dollar,2023-08-14,168.898761
1079,JMD,Jamaican Dollar,2023-08-15,169.161194
1080,JOD,Jordanian Dinar,2023-08-01,0.779672
1081,JOD,Jordanian Dinar,2023-08-02,0.775145
1082,JOD,Jordanian Dinar,2023-08-03,0.775471
1083,JOD,Jordanian Dinar,2023-08-04,0.780675
1084,JOD,Jordanian Dinar,2023-08-05,0.780675
1085,JOD,Jordanian Dinar,2023-08-06,0.779084
1086,JOD,Jordanian Dinar,2023-08-07,0.779107
1087,JOD,Jordanian Dinar,2023-08-08,0.775981
1088,JOD,Jordanian Dinar,2023-08-09,0.777311
1089,JOD,Jordanian Dinar,2023-08-10,0.777591
1090,JOD,Jordanian Dinar,2023-08-11,0.776012
1091,JOD,Jordanian Dinar,2023-08-12,0.776012
1092,JOD,Jordanian Dinar,2023-08-13,0.776008
1093,JOD,Jordanian Dinar,2023-08-14,0.773595
1094,JOD,Jordanian Dinar,2023-08-15,0.77257
1095,JPY,Japanese Yen,2023-08-01,157.379492
1096,JPY,Japanese Yen,2023-08-02,156.873696
1097,JPY,Japanese Yen,2023-08-03,156.165907
1098,JPY,Japanese Yen,2023-08-04,156.283075
1099,JPY,Japanese Yen,2023-08-05,156.283075
1100,JPY,Japanese Yen,2023-08-06,156.104677
1101,JPY,Japanese Yen,2023-08-07,156.817937
1102,JPY,Japanese Yen,2023-08-08,157.013788
1103,JPY,Japanese Yen,2023-08-09,157.776096
1104,JPY,Japanese Yen,2023-08-10,159.072187
1105,JPY,Japanese Yen,2023-08-11,158.86897
1106,JPY,Japanese Yen,2023-08-12,158.86897
1107,JPY,Japanese Yen,2023-08-13,158.664801
1108,JPY,Japanese Yen,2023-08-14,158.699393
1109,JPY,Japanese Yen,2023-08-15,158.807905
1110,KES,Kenyan Shilling,2023-08-01,157.084216
1111,KES,Kenyan Shilling,2023-08-02,156.222986
1112,KES,Kenyan Shilling,2023-08-03,156.457762
1113,KES,Kenyan Shilling,2023-08-04,156.818162
1114,KES,Kenyan Shilling,2023-08-05,155.60698
1115,KES,Kenyan Shilling,2023-08-06,157.33468
1116,KES,Kenyan Shilling,2023-08-07,157.558258
1117,KES,Kenyan Shilling,2023-08-08,157.091456
1118,KES,Kenyan Shilling,2023-08-09,157.525225
1119,KES,Kenyan Shilling,2023-08-10,157.694178
1120,KES,Kenyan Shilling,2023-08-11,157.442339
1121,KES,Kenyan Shilling,2023-08-12,156.318034
1122,KES,Kenyan Shilling,2023-08-13,156.318379
1123,KES,Kenyan Shilling,2023-08-14,157.168758
1124,KES,Kenyan Shilling,2023-08-15,156.957359
1125,KGS,Kyrgystani Som,2023-08-01,96.627363
1126,KGS,Kyrgystani Som,2023-08-02,96.039288
1127,KGS,Kyrgystani Som,2023-08-03,96.121343
1128,KGS,Kyrgystani Som,2023-08-04,96.835729
1129,KGS,Kyrgystani Som,2023-08-05,96.835729
1130,KGS,Kyrgystani Som,2023-08-06,96.638633
1131,KGS,Kyrgystani Som,2023-08-07,96.681757
1132,KGS,Kyrgystani Som,2023-08-08,96.293686
1133,KGS,Kyrgystani Som,2023-08-09,96.458232
1134,KGS,Kyrgystani Som,2023-08-10,96.493315
1135,KGS,Kyrgystani Som,2023-08-11,96.502564
1136,KGS,Kyrgystani Som,2023-08-12,96.502564
1137,KGS,Kyrgystani Som,2023-08-13,96.502351
1138,KGS,Kyrgystani Som,2023-08-14,96.47492
1139,KGS,Kyrgystani Som,2023-08-15,96.347792
1140,KHR,Cambodian Riel,2023-08-01,4547.255275
1141,KHR,Cambodian Riel,2023-08-02,4527.493225
1142,KHR,Cambodian Riel,2023-08-03,4530.595667
1143,KHR,Cambodian Riel,2023-08-04,4560.569339
1144,KHR,Cambodian Riel,2023-08-05,4525.33055
1145,KHR,Cambodian Riel,2023-08-06,4520.834837
1146,KHR,Cambodian Riel,2023-08-07,4534.643296
1147,KHR,Cambodian Riel,2023-08-08,4528.828135
1148,KHR,Cambodian Riel,2023-08-09,4538.855954
1149,KHR,Cambodian Riel,2023-08-10,4539.715583
1150,KHR,Cambodian Riel,2023-08-11,4532.663684
1151,KHR,Cambodian Riel,2023-08-12,4544.652124
1152,KHR,Cambodian Riel,2023-08-13,4544.662131
1153,KHR,Cambodian Riel,2023-08-14,4518.280433
1154,KHR,Cambodian Riel,2023-08-15,4539.168882
1155,KMF,Comorian Franc,2023-08-01,493.469663
1156,KMF,Comorian Franc,2023-08-02,490.603628
1157,KMF,Comorian Franc,2023-08-03,492.62149
1158,KMF,Comorian Franc,2023-08-04,495.926215
1159,KMF,Comorian Franc,2023-08-05,495.926215
1160,KMF,Comorian Franc,2023-08-06,494.916754
1161,KMF,Comorian Franc,2023-08-07,494.933423
1162,KMF,Comorian Franc,2023-08-08,492.945403
1163,KMF,Comorian Franc,2023-08-09,493.789511
1164,KMF,Comorian Franc,2023-08-10,493.970952
1165,KMF,Comorian Franc,2023-08-11,493.172914
1166,KMF,Comorian Franc,2023-08-12,493.172914
1167,KMF,Comorian Franc,2023-08-13,493.173966
1168,KMF,Comorian Franc,2023-08-14,492.513329
1169,KMF,Comorian Franc,2023-08-15,491.862623
1170,KPW,North Korean Won,2023-08-01,990.617102
1171,KPW,North Korean Won,2023-08-02,984.981408
1172,KPW,North Korean Won,2023-08-03,985.654198
1173,KPW,North Korean Won,2023-08-04,992.224939
1174,KPW,North Korean Won,2023-08-05,992.215014
1175,KPW,North Korean Won,2023-08-06,990.218651
1176,KPW,North Korean Won,2023-08-07,990.251359
1177,KPW,North Korean Won,2023-08-08,986.268932
1178,KPW,North Korean Won,2023-08-09,987.946661
1179,KPW,North Korean Won,2023-08-10,988.288217
1180,KPW,North Korean Won,2023-08-11,986.751023
1181,KPW,North Korean Won,2023-08-12,986.707632
1182,KPW,North Korean Won,2023-08-13,986.584024
1183,KPW,North Korean Won,2023-08-14,983.660426
1184,KPW,North Korean Won,2023-08-15,982.372198
1185,KRW,South Korean Won,2023-08-01,1419.324284
1186,KRW,South Korean Won,2023-08-02,1418.719694
1187,KRW,South Korean Won,2023-08-03,1420.828524
1188,KRW,South Korean Won,2023-08-04,1437.687446
1189,KRW,South Korean Won,2023-08-05,1437.687446
1190,KRW,South Korean Won,2023-08-06,1434.771606
1191,KRW,South Korean Won,2023-08-07,1439.277378
1192,KRW,South Korean Won,2023-08-08,1443.270022
1193,KRW,South Korean Won,2023-08-09,1443.129083
1194,KRW,South Korean Won,2023-08-10,1448.068061
1195,KRW,South Korean Won,2023-08-11,1458.828859
1196,KRW,South Korean Won,2023-08-12,1458.828859
1197,KRW,South Korean Won,2023-08-13,1458.816788
1198,KRW,South Korean Won,2023-08-14,1459.751333
1199,KRW,South Korean Won,2023-08-15,1459.158359
1200,KWD,Kuwaiti Dinar,2023-08-01,0.338507
1201,KWD,Kuwaiti Dinar,2023-08-02,0.336883
1202,KWD,Kuwaiti Dinar,2023-08-03,0.336832
1203,KWD,Kuwaiti Dinar,2023-08-04,0.339048
1204,KWD,Kuwaiti Dinar,2023-08-05,0.339048
1205,KWD,Kuwaiti Dinar,2023-08-06,0.338358
1206,KWD,Kuwaiti Dinar,2023-08-07,0.338314
1207,KWD,Kuwaiti Dinar,2023-08-08,0.3372
1208,KWD,Kuwaiti Dinar,2023-08-09,0.337752
1209,KWD,Kuwaiti Dinar,2023-08-10,0.337843
1210,KWD,Kuwaiti Dinar,2023-08-11,0.337265
1211,KWD,Kuwaiti Dinar,2023-08-12,0.337265
1212,KWD,Kuwaiti Dinar,2023-08-13,0.337265
1213,KWD,Kuwaiti Dinar,2023-08-14,0.336357
1214,KWD,Kuwaiti Dinar,2023-08-15,0.335836
1215,KYD,Cayman Islands Dollar,2023-08-01,0.917679
1216,KYD,Cayman Islands Dollar,2023-08-02,0.913243
1217,KYD,Cayman Islands Dollar,2023-08-03,0.91215
1218,KYD,Cayman Islands Dollar,2023-08-04,0.919067
1219,KYD,Cayman Islands Dollar,2023-08-05,0.911965
1220,KYD,Cayman Islands Dollar,2023-08-06,0.911059
1221,KYD,Cayman Islands Dollar,2023-08-07,0.916349
1222,KYD,Cayman Islands Dollar,2023-08-08,0.912967
1223,KYD,Cayman Islands Dollar,2023-08-09,0.914873
1224,KYD,Cayman Islands Dollar,2023-08-10,0.915142
1225,KYD,Cayman Islands Dollar,2023-08-11,0.91353
1226,KYD,Cayman Islands Dollar,2023-08-12,0.91603
1227,KYD,Cayman Islands Dollar,2023-08-13,0.916032
1228,KYD,Cayman Islands Dollar,2023-08-14,0.911338
1229,KYD,Cayman Islands Dollar,2023-08-15,0.912737
1230,KZT,Kazakhstani Tenge,2023-08-01,489.477944
1231,KZT,Kazakhstani Tenge,2023-08-02,487.298897
1232,KZT,Kazakhstani Tenge,2023-08-03,487.43089
1233,KZT,Kazakhstani Tenge,2023-08-04,491.223498
1234,KZT,Kazakhstani Tenge,2023-08-05,487.427893
1235,KZT,Kazakhstani Tenge,2023-08-06,486.943655
1236,KZT,Kazakhstani Tenge,2023-08-07,491.350432
1237,KZT,Kazakhstani Tenge,2023-08-08,489.393956
1238,KZT,Kazakhstani Tenge,2023-08-09,489.622335
1239,KZT,Kazakhstani Tenge,2023-08-10,488.908695
1240,KZT,Kazakhstani Tenge,2023-08-11,489.727135
1241,KZT,Kazakhstani Tenge,2023-08-12,491.022414
1242,KZT,Kazakhstani Tenge,2023-08-13,491.023495
1243,KZT,Kazakhstani Tenge,2023-08-14,492.206147
1244,KZT,Kazakhstani Tenge,2023-08-15,492.964148
1245,LAK,Laotian Kip,2023-08-01,20955.78702
1246,LAK,Laotian Kip,2023-08-02,21232.464102
1247,LAK,Laotian Kip,2023-08-03,20911.704262
1248,LAK,Laotian Kip,2023-08-04,21430.443814
1249,LAK,Laotian Kip,2023-08-05,21264.854206
1250,LAK,Laotian Kip,2023-08-06,21243.728529
1251,LAK,Laotian Kip,2023-08-07,21358.614991
1252,LAK,Laotian Kip,2023-08-08,21281.308876
1253,LAK,Laotian Kip,2023-08-09,21336.898461
1254,LAK,Laotian Kip,2023-08-10,21345.008101
1255,LAK,Laotian Kip,2023-08-11,21309.060625
1256,LAK,Laotian Kip,2023-08-12,21367.364407
1257,LAK,Laotian Kip,2023-08-13,21367.411458
1258,LAK,Laotian Kip,2023-08-14,21278.206365
1259,LAK,Laotian Kip,2023-08-15,21310.486789
1260,LBP,Lebanese Pound,2023-08-01,16786.648965
1261,LBP,Lebanese Pound,2023-08-02,16451.490357
1262,LBP,Lebanese Pound,2023-08-03,16714.577606
1263,LBP,Lebanese Pound,2023-08-04,16553.173869
1264,LBP,Lebanese Pound,2023-08-05,16425.270144
1265,LBP,Lebanese Pound,2023-08-06,16408.952377
1266,LBP,Lebanese Pound,2023-08-07,16505.750866
1267,LBP,Lebanese Pound,2023-08-08,16444.306864
1268,LBP,Lebanese Pound,2023-08-09,16479.183241
1269,LBP,Lebanese Pound,2023-08-10,16483.205766
1270,LBP,Lebanese Pound,2023-08-11,16455.712407
1271,LBP,Lebanese Pound,2023-08-12,16500.736929
1272,LBP,Lebanese Pound,2023-08-13,16500.773264
1273,LBP,Lebanese Pound,2023-08-14,16414.923036
1274,LBP,Lebanese Pound,2023-08-15,16440.126554
1275,LKR,Sri Lankan Rupee,2023-08-01,351.285854
1276,LKR,Sri Lankan Rupee,2023-08-02,345.21399
1277,LKR,Sri Lankan Rupee,2023-08-03,350.29434
1278,LKR,Sri Lankan Rupee,2023-08-04,354.013439
1279,LKR,Sri Lankan Rupee,2023-08-05,351.278034
1280,LKR,Sri Lankan Rupee,2023-08-06,350.929055
1281,LKR,Sri Lankan Rupee,2023-08-07,356.294452
1282,LKR,Sri Lankan Rupee,2023-08-08,351.687518
1283,LKR,Sri Lankan Rupee,2023-08-09,350.276056
1284,LKR,Sri Lankan Rupee,2023-08-10,351.149937
1285,LKR,Sri Lankan Rupee,2023-08-11,351.95211
1286,LKR,Sri Lankan Rupee,2023-08-12,352.882988
1287,LKR,Sri Lankan Rupee,2023-08-13,352.883765
1288,LKR,Sri Lankan Rupee,2023-08-14,352.133921
1289,LKR,Sri Lankan Rupee,2023-08-15,352.663277
1290,LRD,Liberian Dollar,2023-08-01,205.289357
1291,LRD,Liberian Dollar,2023-08-02,204.101934
1292,LRD,Liberian Dollar,2023-08-03,204.461067
1293,LRD,Liberian Dollar,2023-08-04,205.838467
1294,LRD,Liberian Dollar,2023-08-05,205.838467
1295,LRD,Liberian Dollar,2023-08-06,205.414837
1296,LRD,Liberian Dollar,2023-08-07,205.425338
1297,LRD,Liberian Dollar,2023-08-08,204.601954
1298,LRD,Liberian Dollar,2023-08-09,204.944447
1299,LRD,Liberian Dollar,2023-08-10,205.024191
1300,LRD,Liberian Dollar,2023-08-11,204.695685
1301,LRD,Liberian Dollar,2023-08-12,204.695685
1302,LRD,Liberian Dollar,2023-08-13,204.691905
1303,LRD,Liberian Dollar,2023-08-14,204.045277
1304,LRD,Liberian Dollar,2023-08-15,203.294178
1305,LSL,Lesotho Loti,2023-08-01,20.122104
1306,LSL,Lesotho Loti,2023-08-02,20.005875
1307,LSL,Lesotho Loti,2023-08-03,20.477607
1308,LSL,Lesotho Loti,2023-08-04,20.620664
1309,LSL,Lesotho Loti,2023-08-05,20.620664
1310,LSL,Lesotho Loti,2023-08-06,20.576269
1311,LSL,Lesotho Loti,2023-08-07,20.577404
1312,LSL,Lesotho Loti,2023-08-08,20.485731
1313,LSL,Lesotho Loti,2023-08-09,20.545012
1314,LSL,Lesotho Loti,2023-08-10,20.528163
1315,LSL,Lesotho Loti,2023-08-11,20.506181
1316,LSL,Lesotho Loti,2023-08-12,20.506181
1317,LSL,Lesotho Loti,2023-08-13,20.505503
1318,LSL,Lesotho Loti,2023-08-14,20.43744
1319,LSL,Lesotho Loti,2023-08-15,21.644973
1320,LTL,Lithuanian Litas,2023-08-01,3.25027
1321,LTL,Lithuanian Litas,2023-08-02,3.231416
1322,LTL,Lithuanian Litas,2023-08-03,3.233665
1323,LTL,Lithuanian Litas,2023-08-04,3.255358
1324,LTL,Lithuanian Litas,2023-08-05,3.255358
1325,LTL,Lithuanian Litas,2023-08-06,3.248731
1326,LTL,Lithuanian Litas,2023-08-07,3.24884
1327,LTL,Lithuanian Litas,2023-08-08,3.235791
1328,LTL,Lithuanian Litas,2023-08-09,3.241332
1329,LTL,Lithuanian Litas,2023-08-10,3.242523
1330,LTL,Lithuanian Litas,2023-08-11,3.237284
1331,LTL,Lithuanian Litas,2023-08-12,3.237284
1332,LTL,Lithuanian Litas,2023-08-13,3.237291
1333,LTL,Lithuanian Litas,2023-08-14,3.227215
1334,LTL,Lithuanian Litas,2023-08-15,3.222951
1335,LVL,Latvian Lats,2023-08-01,0.665841
1336,LVL,Latvian Lats,2023-08-02,0.661979
1337,LVL,Latvian Lats,2023-08-03,0.662439
1338,LVL,Latvian Lats,2023-08-04,0.666884
1339,LVL,Latvian Lats,2023-08-05,0.666884
1340,LVL,Latvian Lats,2023-08-06,0.665526
1341,LVL,Latvian Lats,2023-08-07,0.665549
1342,LVL,Latvian Lats,2023-08-08,0.662875
1343,LVL,Latvian Lats,2023-08-09,0.66401
1344,LVL,Latvian Lats,2023-08-10,0.664254
1345,LVL,Latvian Lats,2023-08-11,0.663181
1346,LVL,Latvian Lats,2023-08-12,0.663181
1347,LVL,Latvian Lats,2023-08-13,0.663182
1348,LVL,Latvian Lats,2023-08-14,0.661119
1349,LVL,Latvian Lats,2023-08-15,0.660245
1350,LYD,Libyan Dinar,2023-08-01,5.267142
1351,LYD,Libyan Dinar,2023-08-02,5.24548
1352,LYD,Libyan Dinar,2023-08-03,5.251212
1353,LYD,Libyan Dinar,2023-08-04,5.295137
1354,LYD,Libyan Dinar,2023-08-05,5.254223
1355,LYD,Libyan Dinar,2023-08-06,5.249003
1356,LYD,Libyan Dinar,2023-08-07,5.280181
1357,LYD,Libyan Dinar,2023-08-08,5.25096
1358,LYD,Libyan Dinar,2023-08-09,5.259944
1359,LYD,Libyan Dinar,2023-08-10,5.265751
1360,LYD,Libyan Dinar,2023-08-11,5.25769
1361,LYD,Libyan Dinar,2023-08-12,5.271596
1362,LYD,Libyan Dinar,2023-08-13,5.271608
1363,LYD,Libyan Dinar,2023-08-14,5.251602
1364,LYD,Libyan Dinar,2023-08-15,5.251811
1365,MAD,Moroccan Dirham,2023-08-01,10.857925
1366,MAD,Moroccan Dirham,2023-08-02,10.854801
1367,MAD,Moroccan Dirham,2023-08-03,10.757017
1368,MAD,Moroccan Dirham,2023-08-04,10.734871
1369,MAD,Moroccan Dirham,2023-08-05,10.651924
1370,MAD,Moroccan Dirham,2023-08-06,10.641342
1371,MAD,Moroccan Dirham,2023-08-07,10.819408
1372,MAD,Moroccan Dirham,2023-08-08,10.624891
1373,MAD,Moroccan Dirham,2023-08-09,10.674413
1374,MAD,Moroccan Dirham,2023-08-10,10.742808
1375,MAD,Moroccan Dirham,2023-08-11,10.712866
1376,MAD,Moroccan Dirham,2023-08-12,10.742178
1377,MAD,Moroccan Dirham,2023-08-13,10.742201
1378,MAD,Moroccan Dirham,2023-08-14,10.856322
1379,MAD,Moroccan Dirham,2023-08-15,10.87309
1380,MDL,Moldovan Leu,2023-08-01,19.684
1381,MDL,Moldovan Leu,2023-08-02,19.452517
1382,MDL,Moldovan Leu,2023-08-03,19.305458
1383,MDL,Moldovan Leu,2023-08-04,19.35471
1384,MDL,Moldovan Leu,2023-08-05,19.205159
1385,MDL,Moldovan Leu,2023-08-06,19.186079
1386,MDL,Moldovan Leu,2023-08-07,19.299041
1387,MDL,Moldovan Leu,2023-08-08,19.364188
1388,MDL,Moldovan Leu,2023-08-09,19.459467
1389,MDL,Moldovan Leu,2023-08-10,19.432073
1390,MDL,Moldovan Leu,2023-08-11,19.321651
1391,MDL,Moldovan Leu,2023-08-12,19.374517
1392,MDL,Moldovan Leu,2023-08-13,19.37456
1393,MDL,Moldovan Leu,2023-08-14,19.218753
1394,MDL,Moldovan Leu,2023-08-15,19.248261
1395,MGA,Malagasy Ariary,2023-08-01,4914.910687
1396,MGA,Malagasy Ariary,2023-08-02,4945.025018
1397,MGA,Malagasy Ariary,2023-08-03,4878.850313
1398,MGA,Malagasy Ariary,2023-08-04,4975.716172
1399,MGA,Malagasy Ariary,2023-08-05,4937.26961
1400,MGA,Malagasy Ariary,2023-08-06,4932.364655
1401,MGA,Malagasy Ariary,2023-08-07,4898.506122
1402,MGA,Malagasy Ariary,2023-08-08,4874.802431
1403,MGA,Malagasy Ariary,2023-08-09,4883.121052
1404,MGA,Malagasy Ariary,2023-08-10,4950.12994
1405,MGA,Malagasy Ariary,2023-08-11,4941.10138
1406,MGA,Malagasy Ariary,2023-08-12,4954.620742
1407,MGA,Malagasy Ariary,2023-08-13,4954.631652
1408,MGA,Malagasy Ariary,2023-08-14,4869.119326
1409,MGA,Malagasy Ariary,2023-08-15,4949.591445
1410,MKD,Macedonian Denar,2023-08-01,61.585843
1411,MKD,Macedonian Denar,2023-08-02,61.635487
1412,MKD,Macedonian Denar,2023-08-03,61.624302
1413,MKD,Macedonian Denar,2023-08-04,62.09065
1414,MKD,Macedonian Denar,2023-08-05,61.610886
1415,MKD,Macedonian Denar,2023-08-06,61.549678
1416,MKD,Macedonian Denar,2023-08-07,61.507165
1417,MKD,Macedonian Denar,2023-08-08,61.526706
1418,MKD,Macedonian Denar,2023-08-09,61.619323
1419,MKD,Macedonian Denar,2023-08-10,61.607997
1420,MKD,Macedonian Denar,2023-08-11,61.452747
1421,MKD,Macedonian Denar,2023-08-12,61.615284
1422,MKD,Macedonian Denar,2023-08-13,61.615419
1423,MKD,Macedonian Denar,2023-08-14,61.568233
1424,MKD,Macedonian Denar,2023-08-15,61.663614
1425,MMK,Myanma Kyat,2023-08-01,2312.547657
1426,MMK,Myanma Kyat,2023-08-02,2301.423028
1427,MMK,Myanma Kyat,2023-08-03,2298.59341
1428,MMK,Myanma Kyat,2023-08-04,2315.854289
1429,MMK,Myanma Kyat,2023-08-05,2297.960054
1430,MMK,Myanma Kyat,2023-08-06,2295.677134
1431,MMK,Myanma Kyat,2023-08-07,2309.210729
1432,MMK,Myanma Kyat,2023-08-08,2300.731206
1433,MMK,Myanma Kyat,2023-08-09,2305.434767
1434,MMK,Myanma Kyat,2023-08-10,2306.077432
1435,MMK,Myanma Kyat,2023-08-11,2302.124449
1436,MMK,Myanma Kyat,2023-08-12,2308.423299
1437,MMK,Myanma Kyat,2023-08-13,2308.428382
1438,MMK,Myanma Kyat,2023-08-14,2296.479597
1439,MMK,Myanma Kyat,2023-08-15,2300.005679
1440,MNT,Mongolian Tugrik,2023-08-01,3786.052851
1441,MNT,Mongolian Tugrik,2023-08-02,3764.71474
1442,MNT,Mongolian Tugrik,2023-08-03,3791.821307
1443,MNT,Mongolian Tugrik,2023-08-04,3816.040206
1444,MNT,Mongolian Tugrik,2023-08-05,3814.283922
1445,MNT,Mongolian Tugrik,2023-08-06,3818.018716
1446,MNT,Mongolian Tugrik,2023-08-07,3814.714176
1447,MNT,Mongolian Tugrik,2023-08-08,3787.845446
1448,MNT,Mongolian Tugrik,2023-08-09,3798.098785
1449,MNT,Mongolian Tugrik,2023-08-10,3801.178166
1450,MNT,Mongolian Tugrik,2023-08-11,3794.052623
1451,MNT,Mongolian Tugrik,2023-08-12,3790.742518
1452,MNT,Mongolian Tugrik,2023-08-13,3807.080683
1453,MNT,Mongolian Tugrik,2023-08-14,3795.183905
1454,MNT,Mongolian Tugrik,2023-08-15,3781.475429
1455,MOP,Macanese Pataca,2023-08-01,8.840203
1456,MOP,Macanese Pataca,2023-08-02,8.80452
1457,MOP,Macanese Pataca,2023-08-03,8.801386
1458,MOP,Macanese Pataca,2023-08-04,8.870942
1459,MOP,Macanese Pataca,2023-08-05,8.802398
1460,MOP,Macanese Pataca,2023-08-06,8.793653
1461,MOP,Macanese Pataca,2023-08-07,8.843306
1462,MOP,Macanese Pataca,2023-08-08,8.813151
1463,MOP,Macanese Pataca,2023-08-09,8.84053
1464,MOP,Macanese Pataca,2023-08-10,8.842021
1465,MOP,Macanese Pataca,2023-08-11,8.826173
1466,MOP,Macanese Pataca,2023-08-12,8.850323
1467,MOP,Macanese Pataca,2023-08-13,8.850342
1468,MOP,Macanese Pataca,2023-08-14,8.805986
1469,MOP,Macanese Pataca,2023-08-15,8.820918
1470,MRO,Mauritanian Ouguiya,2023-08-01,392.972509
1471,MRO,Mauritanian Ouguiya,2023-08-02,390.693027
1472,MRO,Mauritanian Ouguiya,2023-08-03,390.964904
1473,MRO,Mauritanian Ouguiya,2023-08-04,393.587635
1474,MRO,Mauritanian Ouguiya,2023-08-05,393.587635
1475,MRO,Mauritanian Ouguiya,2023-08-06,392.786542
1476,MRO,Mauritanian Ouguiya,2023-08-07,392.799712
1477,MRO,Mauritanian Ouguiya,2023-08-08,391.22197
1478,MRO,Mauritanian Ouguiya,2023-08-09,391.891926
1479,MRO,Mauritanian Ouguiya,2023-08-10,392.035852
1480,MRO,Mauritanian Ouguiya,2023-08-11,391.402501
1481,MRO,Mauritanian Ouguiya,2023-08-12,391.402501
1482,MRO,Mauritanian Ouguiya,2023-08-13,391.403363
1483,MRO,Mauritanian Ouguiya,2023-08-14,390.185114
1484,MRO,Mauritanian Ouguiya,2023-08-15,389.669598
1485,MUR,Mauritian Rupee,2023-08-01,49.756016
1486,MUR,Mauritian Rupee,2023-08-02,49.461651
1487,MUR,Mauritian Rupee,2023-08-03,49.577151
1488,MUR,Mauritian Rupee,2023-08-04,49.836535
1489,MUR,Mauritian Rupee,2023-08-05,49.836535
