id,symbols,countries,date,value
495,COP,Colombian Peso,2023-08-01,4370.615933
496,COP,Colombian Peso,2023-08-02,4424.879734
497,COP,Colombian Peso,2023-08-03,4509.03217
498,COP,Colombian Peso,2023-08-04,4525.124426
499,COP,Colombian Peso,2023-08-05,4564.524752
500,COP,Colombian Peso,2023-08-06,4500.565775
501,COP,Colombian Peso,2023-08-07,4432.86242
502,COP,Colombian Peso,2023-08-08,4439.571519
503,COP,Colombian Peso,2023-08-09,4449.644059
504,COP,Colombian Peso,2023-08-10,4380.228573
505,COP,Colombian Peso,2023-08-11,4338.572732
506,COP,Colombian Peso,2023-08-12,4343.267539
507,COP,Colombian Peso,2023-08-13,4343.277103
508,COP,Colombian Peso,2023-08-14,4406.28502
509,COP,Colombian Peso,2023-08-15,4409.708503
510,CRC,Costa Rican Colón,2023-08-01,599.923499
511,CRC,Costa Rican Colón,2023-08-02,597.102647
512,CRC,Costa Rican Colón,2023-08-03,596.345449
513,CRC,Costa Rican Colón,2023-08-04,598.839231
514,CRC,Costa Rican Colón,2023-08-05,594.212096
515,CRC,Costa Rican Colón,2023-08-06,593.621773
516,CRC,Costa Rican Colón,2023-08-07,594.363964
517,CRC,Costa Rican Colón,2023-08-08,593.097629
518,CRC,Costa Rican Colón,2023-08-09,591.335757
519,CRC,Costa Rican Colón,2023-08-10,589.215829
520,CRC,Costa Rican Colón,2023-08-11,586.649837
521,CRC,Costa Rican Colón,2023-08-12,588.254971
522,CRC,Costa Rican Colón,2023-08-13,588.256267
523,CRC,Costa Rican Colón,2023-08-14,585.210625
524,CRC,Costa Rican Colón,2023-08-15,586.119921
525,CUC,Cuban Convertible Peso,2023-08-01,1.100764
526,CUC,Cuban Convertible Peso,2023-08-02,1.094379
527,CUC,Cuban Convertible Peso,2023-08-03,1.09514
528,CUC,Cuban Convertible Peso,2023-08-04,1.102487
529,CUC,Cuban Convertible Peso,2023-08-05,1.102487
530,CUC,Cuban Convertible Peso,2023-08-06,1.100243
531,CUC,Cuban Convertible Peso,2023-08-07,1.10028
532,CUC,Cuban Convertible Peso,2023-08-08,1.09586
533,CUC,Cuban Convertible Peso,2023-08-09,1.097737
534,CUC,Cuban Convertible Peso,2023-08-10,1.09814
535,CUC,Cuban Convertible Peso,2023-08-11,1.096366
536,CUC,Cuban Convertible Peso,2023-08-12,1.096366
537,CUC,Cuban Convertible Peso,2023-08-13,1.096368
538,CUC,Cuban Convertible Peso,2023-08-14,1.092956
539,CUC,Cuban Convertible Peso,2023-08-15,1.091512
540,CUP,Cuban Peso,2023-08-01,29.170242
541,CUP,Cuban Peso,2023-08-02,29.001037
542,CUP,Cuban Peso,2023-08-03,29.021218
543,CUP,Cuban Peso,2023-08-04,29.215903
544,CUP,Cuban Peso,2023-08-05,29.215903
545,CUP,Cuban Peso,2023-08-06,29.156438
546,CUP,Cuban Peso,2023-08-07,29.157416
547,CUP,Cuban Peso,2023-08-08,29.0403
548,CUP,Cuban Peso,2023-08-09,29.090031
549,CUP,Cuban Peso,2023-08-10,29.100715
550,CUP,Cuban Peso,2023-08-11,29.053701
551,CUP,Cuban Peso,2023-08-12,29.053701
552,CUP,Cuban Peso,2023-08-13,29.053765
553,CUP,Cuban Peso,2023-08-14,28.963335
554,CUP,Cuban Peso,2023-08-15,28.925068
555,CVE,Cape Verdean Escudo,2023-08-01,111.012278
556,CVE,Cape Verdean Escudo,2023-08-02,110.067245
557,CVE,Cape Verdean Escudo,2023-08-03,110.773448
558,CVE,Cape Verdean Escudo,2023-08-04,111.107198
559,CVE,Cape Verdean Escudo,2023-08-05,110.249087
560,CVE,Cape Verdean Escudo,2023-08-06,110.139163
561,CVE,Cape Verdean Escudo,2023-08-07,110.498981
562,CVE,Cape Verdean Escudo,2023-08-08,110.285167
563,CVE,Cape Verdean Escudo,2023-08-09,110.273741
564,CVE,Cape Verdean Escudo,2023-08-10,109.800076
565,CVE,Cape Verdean Escudo,2023-08-11,109.965712
566,CVE,Cape Verdean Escudo,2023-08-12,110.25656
567,CVE,Cape Verdean Escudo,2023-08-13,110.256803
568,CVE,Cape Verdean Escudo,2023-08-14,110.934086
569,CVE,Cape Verdean Escudo,2023-08-15,110.344055
570,CZK,Czech Republic Koruna,2023-08-01,23.951573
571,CZK,Czech Republic Koruna,2023-08-02,23.968758
572,CZK,Czech Republic Koruna,2023-08-03,24.227786
573,CZK,Czech Republic Koruna,2023-08-04,24.302675
574,CZK,Czech Republic Koruna,2023-08-05,24.302675
575,CZK,Czech Republic Koruna,2023-08-06,24.263551
576,CZK,Czech Republic Koruna,2023-08-07,24.236304
577,CZK,Czech Republic Koruna,2023-08-08,24.267501
578,CZK,Czech Republic Koruna,2023-08-09,24.268276
579,CZK,Czech Republic Koruna,2023-08-10,24.224096
580,CZK,Czech Republic Koruna,2023-08-11,24.094513
581,CZK,Czech Republic Koruna,2023-08-12,24.094513
582,CZK,Czech Republic Koruna,2023-08-13,24.097631
583,CZK,Czech Republic Koruna,2023-08-14,24.065807
584,CZK,Czech Republic Koruna,2023-08-15,24.059217
585,DJF,Djiboutian Franc,2023-08-01,195.627882
586,DJF,Djiboutian Franc,2023-08-02,194.493111
587,DJF,Djiboutian Franc,2023-08-03,194.628244
588,DJF,Djiboutian Franc,2023-08-04,195.934407
589,DJF,Djiboutian Franc,2023-08-05,194.841176
590,DJF,Djiboutian Franc,2023-08-06,194.64761
591,DJF,Djiboutian Franc,2023-08-07,195.541696
592,DJF,Djiboutian Franc,2023-08-08,194.756277
593,DJF,Djiboutian Franc,2023-08-09,195.089674
594,DJF,Djiboutian Franc,2023-08-10,195.161798
595,DJF,Djiboutian Franc,2023-08-11,194.846611
596,DJF,Djiboutian Franc,2023-08-12,195.725018
597,DJF,Djiboutian Franc,2023-08-13,195.725449
598,DJF,Djiboutian Franc,2023-08-14,194.707179
599,DJF,Djiboutian Franc,2023-08-15,195.011501
600,DKK,Danish Krone,2023-08-01,7.45162
601,DKK,Danish Krone,2023-08-02,7.451822
602,DKK,Danish Krone,2023-08-03,7.451083
603,DKK,Danish Krone,2023-08-04,7.461676
604,DKK,Danish Krone,2023-08-05,7.461676
605,DKK,Danish Krone,2023-08-06,7.451175
606,DKK,Danish Krone,2023-08-07,7.451822
607,DKK,Danish Krone,2023-08-08,7.450863
608,DKK,Danish Krone,2023-08-09,7.450769
609,DKK,Danish Krone,2023-08-10,7.451542
610,DKK,Danish Krone,2023-08-11,7.461653
611,DKK,Danish Krone,2023-08-12,7.461653
612,DKK,Danish Krone,2023-08-13,7.461671
613,DKK,Danish Krone,2023-08-14,7.453633
614,DKK,Danish Krone,2023-08-15,7.451594
615,DOP,Dominican Peso,2023-08-01,61.976642
616,DOP,Dominican Peso,2023-08-02,61.666669
617,DOP,Dominican Peso,2023-08-03,61.711148
618,DOP,Dominican Peso,2023-08-04,62.272025
619,DOP,Dominican Peso,2023-08-05,61.790859
620,DOP,Dominican Peso,2023-08-06,61.729473
621,DOP,Dominican Peso,2023-08-07,61.851532
622,DOP,Dominican Peso,2023-08-08,61.940196
623,DOP,Dominican Peso,2023-08-09,62.174274
624,DOP,Dominican Peso,2023-08-10,62.307308
625,DOP,Dominican Peso,2023-08-11,62.214998
626,DOP,Dominican Peso,2023-08-12,62.385225
627,DOP,Dominican Peso,2023-08-13,62.385362
628,DOP,Dominican Peso,2023-08-14,62.024899
629,DOP,Dominican Peso,2023-08-15,62.294631
630,DZD,Algerian Dinar,2023-08-01,149.311494
631,DZD,Algerian Dinar,2023-08-02,148.60023
632,DZD,Algerian Dinar,2023-08-03,148.805043
633,DZD,Algerian Dinar,2023-08-04,149.430567
634,DZD,Algerian Dinar,2023-08-05,149.432222
635,DZD,Algerian Dinar,2023-08-06,149.127986
636,DZD,Algerian Dinar,2023-08-07,149.326977
637,DZD,Algerian Dinar,2023-08-08,148.894129
638,DZD,Algerian Dinar,2023-08-09,149.093953
639,DZD,Algerian Dinar,2023-08-10,148.922544
640,DZD,Algerian Dinar,2023-08-11,149.039298
641,DZD,Algerian Dinar,2023-08-12,149.040435
642,DZD,Algerian Dinar,2023-08-13,149.040426
643,DZD,Algerian Dinar,2023-08-14,148.474755
644,DZD,Algerian Dinar,2023-08-15,148.305879
645,EGP,Egyptian Pound,2023-08-01,34.016901
646,EGP,Egyptian Pound,2023-08-02,33.81772
647,EGP,Egyptian Pound,2023-08-03,33.894164
648,EGP,Egyptian Pound,2023-08-04,34.06996
649,EGP,Egyptian Pound,2023-08-05,33.86819
650,EGP,Egyptian Pound,2023-08-06,33.873293
651,EGP,Egyptian Pound,2023-08-07,34.002713
652,EGP,Egyptian Pound,2023-08-08,33.860772
653,EGP,Egyptian Pound,2023-08-09,33.919073
654,EGP,Egyptian Pound,2023-08-10,33.932641
655,EGP,Egyptian Pound,2023-08-11,33.82941
656,EGP,Egyptian Pound,2023-08-12,33.82941
657,EGP,Egyptian Pound,2023-08-13,33.981321
658,EGP,Egyptian Pound,2023-08-14,33.763747
659,EGP,Egyptian Pound,2023-08-15,33.729027
660,ERN,Eritrean Nakfa,2023-08-01,16.511458
661,ERN,Eritrean Nakfa,2023-08-02,16.415681
662,ERN,Eritrean Nakfa,2023-08-03,16.427105
663,ERN,Eritrean Nakfa,2023-08-04,16.537304
664,ERN,Eritrean Nakfa,2023-08-05,16.537304
665,ERN,Eritrean Nakfa,2023-08-06,16.503644
666,ERN,Eritrean Nakfa,2023-08-07,16.504198
667,ERN,Eritrean Nakfa,2023-08-08,16.437906
668,ERN,Eritrean Nakfa,2023-08-09,16.466055
669,ERN,Eritrean Nakfa,2023-08-10,16.472103
670,ERN,Eritrean Nakfa,2023-08-11,16.445491
671,ERN,Eritrean Nakfa,2023-08-12,16.445491
672,ERN,Eritrean Nakfa,2023-08-13,16.445527
673,ERN,Eritrean Nakfa,2023-08-14,16.39434
674,ERN,Eritrean Nakfa,2023-08-15,16.37268
675,ETB,Ethiopian Birr,2023-08-01,60.289312
676,ETB,Ethiopian Birr,2023-08-02,60.384853
677,ETB,Ethiopian Birr,2023-08-03,59.991609
678,ETB,Ethiopian Birr,2023-08-04,60.780217
679,ETB,Ethiopian Birr,2023-08-05,60.310578
680,ETB,Ethiopian Birr,2023-08-06,60.250662
681,ETB,Ethiopian Birr,2023-08-07,60.615956
682,ETB,Ethiopian Birr,2023-08-08,60.396293
683,ETB,Ethiopian Birr,2023-08-09,60.533397
684,ETB,Ethiopian Birr,2023-08-10,60.557785
685,ETB,Ethiopian Birr,2023-08-11,60.460832
686,ETB,Ethiopian Birr,2023-08-12,60.626259
687,ETB,Ethiopian Birr,2023-08-13,60.626393
688,ETB,Ethiopian Birr,2023-08-14,59.89564
689,ETB,Ethiopian Birr,2023-08-15,60.411982
690,EUR,Euro,2023-08-01,1.0
691,EUR,Euro,2023-08-02,1.0
692,EUR,Euro,2023-08-03,1.0
693,EUR,Euro,2023-08-04,1.0
694,EUR,Euro,2023-08-05,1.0
695,EUR,Euro,2023-08-06,1.0
696,EUR,Euro,2023-08-07,1.0
697,EUR,Euro,2023-08-08,1.0
698,EUR,Euro,2023-08-09,1.0
699,EUR,Euro,2023-08-10,1.0
700,EUR,Euro,2023-08-11,1.0
701,EUR,Euro,2023-08-12,1.0
702,EUR,Euro,2023-08-13,1.0
703,EUR,Euro,2023-08-14,1.0
704,EUR,Euro,2023-08-15,1.0
705,FJD,Fijian Dollar,2023-08-01,2.441821
706,FJD,Fijian Dollar,2023-08-02,2.480573
707,FJD,Fijian Dollar,2023-08-03,2.48
708,FJD,Fijian Dollar,2023-08-04,2.496637
709,FJD,Fijian Dollar,2023-08-05,2.445651
710,FJD,Fijian Dollar,2023-08-06,2.440668
711,FJD,Fijian Dollar,2023-08-07,2.440748
712,FJD,Fijian Dollar,2023-08-08,2.455001
713,FJD,Fijian Dollar,2023-08-09,2.458056
714,FJD,Fijian Dollar,2023-08-10,2.466148
715,FJD,Fijian Dollar,2023-08-11,2.461566
716,FJD,Fijian Dollar,2023-08-12,2.461566
717,FJD,Fijian Dollar,2023-08-13,2.461563
718,FJD,Fijian Dollar,2023-08-14,2.458878
719,FJD,Fijian Dollar,2023-08-15,2.490994
720,FKP,Falkland Islands Pound,2023-08-01,0.85615
721,FKP,Falkland Islands Pound,2023-08-02,0.858476
722,FKP,Falkland Islands Pound,2023-08-03,0.861579
723,FKP,Falkland Islands Pound,2023-08-04,0.867699
724,FKP,Falkland Islands Pound,2023-08-05,0.863025
725,FKP,Falkland Islands Pound,2023-08-06,0.862999
726,FKP,Falkland Islands Pound,2023-08-07,0.863062
727,FKP,Falkland Islands Pound,2023-08-08,0.858294
728,FKP,Falkland Islands Pound,2023-08-09,0.862549
729,FKP,Falkland Islands Pound,2023-08-10,0.863704
730,FKP,Falkland Islands Pound,2023-08-11,0.861722
731,FKP,Falkland Islands Pound,2023-08-12,0.86379
732,FKP,Falkland Islands Pound,2023-08-13,0.863596
733,FKP,Falkland Islands Pound,2023-08-14,0.860887
734,FKP,Falkland Islands Pound,2023-08-15,0.860004
735,GBP,British Pound Sterling,2023-08-01,0.860291
736,GBP,British Pound Sterling,2023-08-02,0.860357
737,GBP,British Pound Sterling,2023-08-03,0.861229
738,GBP,British Pound Sterling,2023-08-04,0.864405
739,GBP,British Pound Sterling,2023-08-05,0.864831
740,GBP,British Pound Sterling,2023-08-06,0.863096
741,GBP,British Pound Sterling,2023-08-07,0.860826
742,GBP,British Pound Sterling,2023-08-08,0.860086
743,GBP,British Pound Sterling,2023-08-09,0.86303
744,GBP,British Pound Sterling,2023-08-10,0.866757
745,GBP,British Pound Sterling,2023-08-11,0.863688
746,GBP,British Pound Sterling,2023-08-12,0.863688
747,GBP,British Pound Sterling,2023-08-13,0.86369
748,GBP,British Pound Sterling,2023-08-14,0.860845
749,GBP,British Pound Sterling,2023-08-15,0.860144
750,GEL,Georgian Lari,2023-08-01,2.861809
751,GEL,Georgian Lari,2023-08-02,2.845314
752,GEL,Georgian Lari,2023-08-03,2.852809
753,GEL,Georgian Lari,2023-08-04,2.872023
754,GEL,Georgian Lari,2023-08-05,2.872023
755,GEL,Georgian Lari,2023-08-06,2.866154
756,GEL,Georgian Lari,2023-08-07,2.866239
757,GEL,Georgian Lari,2023-08-08,2.85473
758,GEL,Georgian Lari,2023-08-09,2.859633
759,GEL,Georgian Lari,2023-08-10,2.860632
760,GEL,Georgian Lari,2023-08-11,2.856078
761,GEL,Georgian Lari,2023-08-12,2.856078
762,GEL,Georgian Lari,2023-08-13,2.856015
763,GEL,Georgian Lari,2023-08-14,2.84715
764,GEL,Georgian Lari,2023-08-15,2.848572
765,GGP,Guernsey Pound,2023-08-01,0.85615
766,GGP,Guernsey Pound,2023-08-02,0.858476
767,GGP,Guernsey Pound,2023-08-03,0.861579
768,GGP,Guernsey Pound,2023-08-04,0.867699
769,GGP,Guernsey Pound,2023-08-05,0.863025
770,GGP,Guernsey Pound,2023-08-06,0.862999
771,GGP,Guernsey Pound,2023-08-07,0.863062
772,GGP,Guernsey Pound,2023-08-08,0.858294
773,GGP,Guernsey Pound,2023-08-09,0.862549
774,GGP,Guernsey Pound,2023-08-10,0.863704
775,GGP,Guernsey Pound,2023-08-11,0.861722
776,GGP,Guernsey Pound,2023-08-12,0.86379
777,GGP,Guernsey Pound,2023-08-13,0.863596
778,GGP,Guernsey Pound,2023-08-14,0.860887
779,GGP,Guernsey Pound,2023-08-15,0.860004
780,GHS,Ghanaian Cedi,2023-08-01,12.466146
781,GHS,Ghanaian Cedi,2023-08-02,12.330845
782,GHS,Ghanaian Cedi,2023-08-03,12.238171
783,GHS,Ghanaian Cedi,2023-08-04,12.461458
784,GHS,Ghanaian Cedi,2023-08-05,12.365171
785,GHS,Ghanaian Cedi,2023-08-06,12.352887
786,GHS,Ghanaian Cedi,2023-08-07,12.288468
787,GHS,Ghanaian Cedi,2023-08-08,12.27002
788,GHS,Ghanaian Cedi,2023-08-09,12.258814
789,GHS,Ghanaian Cedi,2023-08-10,12.327028
790,GHS,Ghanaian Cedi,2023-08-11,12.250541
791,GHS,Ghanaian Cedi,2023-08-12,12.28406
792,GHS,Ghanaian Cedi,2023-08-13,12.284087
793,GHS,Ghanaian Cedi,2023-08-14,12.213799
794,GHS,Ghanaian Cedi,2023-08-15,12.376754
795,GIP,Gibraltar Pound,2023-08-01,0.85615
796,GIP,Gibraltar Pound,2023-08-02,0.858476
797,GIP,Gibraltar Pound,2023-08-03,0.861579
798,GIP,Gibraltar Pound,2023-08-04,0.867699
799,GIP,Gibraltar Pound,2023-08-05,0.863025
800,GIP,Gibraltar Pound,2023-08-06,0.862999
801,GIP,Gibraltar Pound,2023-08-07,0.863062
802,GIP,Gibraltar Pound,2023-08-08,0.858294
803,GIP,Gibraltar Pound,2023-08-09,0.862549
804,GIP,Gibraltar Pound,2023-08-10,0.863704
805,GIP,Gibraltar Pound,2023-08-11,0.861722
806,GIP,Gibraltar Pound,2023-08-12,0.86379
807,GIP,Gibraltar Pound,2023-08-13,0.863596
808,GIP,Gibraltar Pound,2023-08-14,0.860887
809,GIP,Gibraltar Pound,2023-08-15,0.860004
810,GMD,Gambian Dalasi,2023-08-01,69.129056
811,GMD,Gambian Dalasi,2023-08-02,68.728099
812,GMD,Gambian Dalasi,2023-08-03,66.150736
813,GMD,Gambian Dalasi,2023-08-04,66.594457
814,GMD,Gambian Dalasi,2023-08-05,66.594457
815,GMD,Gambian Dalasi,2023-08-06,66.457134
816,GMD,Gambian Dalasi,2023-08-07,66.460742
817,GMD,Gambian Dalasi,2023-08-08,66.185148
818,GMD,Gambian Dalasi,2023-08-09,66.308886
819,GMD,Gambian Dalasi,2023-08-10,66.327569
820,GMD,Gambian Dalasi,2023-08-11,66.224736
821,GMD,Gambian Dalasi,2023-08-12,66.224736
822,GMD,Gambian Dalasi,2023-08-13,66.217743
823,GMD,Gambian Dalasi,2023-08-14,66.287898
824,GMD,Gambian Dalasi,2023-08-15,66.200292
825,GNF,Guinean Franc,2023-08-01,9527.110936
826,GNF,Guinean Franc,2023-08-02,9426.374778
827,GNF,Guinean Franc,2023-08-03,9478.439385
828,GNF,Guinean Franc,2023-08-04,9484.895976
829,GNF,Guinean Franc,2023-08-05,9411.607703
830,GNF,Guinean Franc,2023-08-06,9402.257694
831,GNF,Guinean Franc,2023-08-07,9458.027321
832,GNF,Guinean Franc,2023-08-08,9421.722842
833,GNF,Guinean Franc,2023-08-09,9441.780564
834,GNF,Guinean Franc,2023-08-10,9441.024102
835,GNF,Guinean Franc,2023-08-11,9423.352948
836,GNF,Guinean Franc,2023-08-12,9448.276769
837,GNF,Guinean Franc,2023-08-13,9448.297574
838,GNF,Guinean Franc,2023-08-14,9454.070151
839,GNF,Guinean Franc,2023-08-15,9414.572496
840,GTQ,Guatemalan Quetzal,2023-08-01,8.658313
841,GTQ,Guatemalan Quetzal,2023-08-02,8.616362
842,GTQ,Guatemalan Quetzal,2023-08-03,8.604781
843,GTQ,Guatemalan Quetzal,2023-08-04,8.670725
844,GTQ,Guatemalan Quetzal,2023-08-05,8.603727
845,GTQ,Guatemalan Quetzal,2023-08-06,8.59518
846,GTQ,Guatemalan Quetzal,2023-08-07,8.646387
847,GTQ,Guatemalan Quetzal,2023-08-08,8.616615
848,GTQ,Guatemalan Quetzal,2023-08-09,8.634982
849,GTQ,Guatemalan Quetzal,2023-08-10,8.636588
850,GTQ,Guatemalan Quetzal,2023-08-11,8.622745
851,GTQ,Guatemalan Quetzal,2023-08-12,8.646338
852,GTQ,Guatemalan Quetzal,2023-08-13,8.646357
853,GTQ,Guatemalan Quetzal,2023-08-14,8.593814
854,GTQ,Guatemalan Quetzal,2023-08-15,8.607167
855,GYD,Guyanaese Dollar,2023-08-01,230.392436
856,GYD,Guyanaese Dollar,2023-08-02,229.279678
857,GYD,Guyanaese Dollar,2023-08-03,229.016829
858,GYD,Guyanaese Dollar,2023-08-04,230.728937
859,GYD,Guyanaese Dollar,2023-08-05,228.946131
860,GYD,Guyanaese Dollar,2023-08-06,228.718683
861,GYD,Guyanaese Dollar,2023-08-07,230.265958
862,GYD,Guyanaese Dollar,2023-08-08,229.387759
863,GYD,Guyanaese Dollar,2023-08-09,229.872773
864,GYD,Guyanaese Dollar,2023-08-10,229.751354
865,GYD,Guyanaese Dollar,2023-08-11,229.354857
866,GYD,Guyanaese Dollar,2023-08-12,229.982396
867,GYD,Guyanaese Dollar,2023-08-13,229.982902
868,GYD,Guyanaese Dollar,2023-08-14,228.751037
869,GYD,Guyanaese Dollar,2023-08-15,229.142068
870,HKD,Hong Kong Dollar,2023-08-01,8.579628
871,HKD,Hong Kong Dollar,2023-08-02,8.538349
872,HKD,Hong Kong Dollar,2023-08-03,8.551129
873,HKD,Hong Kong Dollar,2023-08-04,8.61103
874,HKD,Hong Kong Dollar,2023-08-05,8.61103
875,HKD,Hong Kong Dollar,2023-08-06,8.594602
876,HKD,Hong Kong Dollar,2023-08-07,8.59038
877,HKD,Hong Kong Dollar,2023-08-08,8.5633
878,HKD,Hong Kong Dollar,2023-08-09,8.585295
879,HKD,Hong Kong Dollar,2023-08-10,8.587072
880,HKD,Hong Kong Dollar,2023-08-11,8.571116
881,HKD,Hong Kong Dollar,2023-08-12,8.571007
882,HKD,Hong Kong Dollar,2023-08-13,8.571129
883,HKD,Hong Kong Dollar,2023-08-14,8.547954
884,HKD,Hong Kong Dollar,2023-08-15,8.537381
885,HNL,Honduran Lempira,2023-08-01,27.112193
886,HNL,Honduran Lempira,2023-08-02,26.95583
887,HNL,Honduran Lempira,2023-08-03,26.995323
888,HNL,Honduran Lempira,2023-08-04,27.120575
889,HNL,Honduran Lempira,2023-08-05,26.911019
890,HNL,Honduran Lempira,2023-08-06,26.884284
891,HNL,Honduran Lempira,2023-08-07,27.042262
892,HNL,Honduran Lempira,2023-08-08,26.944419
893,HNL,Honduran Lempira,2023-08-09,26.999846
894,HNL,Honduran Lempira,2023-08-10,27.009389
895,HNL,Honduran Lempira,2023-08-11,26.968601
896,HNL,Honduran Lempira,2023-08-12,27.03993
897,HNL,Honduran Lempira,2023-08-13,27.03999
898,HNL,Honduran Lempira,2023-08-14,26.901381
899,HNL,Honduran Lempira,2023-08-15,26.943303
900,HRK,Croatian Kuna,2023-08-01,7.401381
901,HRK,Croatian Kuna,2023-08-02,7.358448
902,HRK,Croatian Kuna,2023-08-03,7.363569
903,HRK,Croatian Kuna,2023-08-04,7.412966
904,HRK,Croatian Kuna,2023-08-05,7.412966
905,HRK,Croatian Kuna,2023-08-06,7.397878
906,HRK,Croatian Kuna,2023-08-07,7.398126
907,HRK,Croatian Kuna,2023-08-08,7.368411
908,HRK,Croatian Kuna,2023-08-09,7.381029
909,HRK,Croatian Kuna,2023-08-10,7.38374
910,HRK,Croatian Kuna,2023-08-11,7.371811
911,HRK,Croatian Kuna,2023-08-12,7.371811
912,HRK,Croatian Kuna,2023-08-13,7.546086
913,HRK,Croatian Kuna,2023-08-14,7.522598
914,HRK,Croatian Kuna,2023-08-15,7.512659
915,HTG,Haitian Gourde,2023-08-01,150.318153
916,HTG,Haitian Gourde,2023-08-02,149.574861
917,HTG,Haitian Gourde,2023-08-03,149.960254
918,HTG,Haitian Gourde,2023-08-04,150.531033
919,HTG,Haitian Gourde,2023-08-05,149.367903
920,HTG,Haitian Gourde,2023-08-06,149.219513
921,HTG,Haitian Gourde,2023-08-07,150.097831
922,HTG,Haitian Gourde,2023-08-08,149.548711
923,HTG,Haitian Gourde,2023-08-09,149.858261
924,HTG,Haitian Gourde,2023-08-10,149.890545
925,HTG,Haitian Gourde,2023-08-11,149.652698
926,HTG,Haitian Gourde,2023-08-12,150.048514
927,HTG,Haitian Gourde,2023-08-13,150.048845
928,HTG,Haitian Gourde,2023-08-14,149.274488
929,HTG,Haitian Gourde,2023-08-15,149.504372
930,HUF,Hungarian Forint,2023-08-01,388.822659
931,HUF,Hungarian Forint,2023-08-02,388.515892
932,HUF,Hungarian Forint,2023-08-03,393.213391
933,HUF,Hungarian Forint,2023-08-04,390.280754
934,HUF,Hungarian Forint,2023-08-05,390.280754
935,HUF,Hungarian Forint,2023-08-06,389.078886
936,HUF,Hungarian Forint,2023-08-07,388.189093
937,HUF,Hungarian Forint,2023-08-08,389.884996
938,HUF,Hungarian Forint,2023-08-09,388.736138
939,HUF,Hungarian Forint,2023-08-10,385.390113
940,HUF,Hungarian Forint,2023-08-11,383.750479
941,HUF,Hungarian Forint,2023-08-12,383.750479
942,HUF,Hungarian Forint,2023-08-13,382.854067
943,HUF,Hungarian Forint,2023-08-14,384.485526
944,HUF,Hungarian Forint,2023-08-15,384.168655
945,IDR,Indonesian Rupiah,2023-08-01,16665.014474
946,IDR,Indonesian Rupiah,2023-08-02,16664.105308
947,IDR,Indonesian Rupiah,2023-08-03,16611.088296
948,IDR,Indonesian Rupiah,2023-08-04,16705.873819
949,IDR,Indonesian Rupiah,2023-08-05,16705.873819
950,IDR,Indonesian Rupiah,2023-08-06,16690.68549
951,IDR,Indonesian Rupiah,2023-08-07,16767.164429
952,IDR,Indonesian Rupiah,2023-08-08,16669.899455
953,IDR,Indonesian Rupiah,2023-08-09,16700.970948
954,IDR,Indonesian Rupiah,2023-08-10,16761.462513
955,IDR,Indonesian Rupiah,2023-08-11,16800.220403
956,IDR,Indonesian Rupiah,2023-08-12,16800.220403
957,IDR,Indonesian Rupiah,2023-08-13,16800.257397
958,IDR,Indonesian Rupiah,2023-08-14,16735.561309
959,IDR,Indonesian Rupiah,2023-08-15,16738.336608
960,ILS,Israeli New Sheqel,2023-08-01,4.002807
961,ILS,Israeli New Sheqel,2023-08-02,4.019111
962,ILS,Israeli New Sheqel,2023-08-03,4.039404
963,ILS,Israeli New Sheqel,2023-08-04,4.027076
964,ILS,Israeli New Sheqel,2023-08-05,4.027076
965,ILS,Israeli New Sheqel,2023-08-06,4.01888
966,ILS,Israeli New Sheqel,2023-08-07,4.055373
967,ILS,Israeli New Sheqel,2023-08-08,4.080124
968,ILS,Israeli New Sheqel,2023-08-09,4.04976
969,ILS,Israeli New Sheqel,2023-08-10,4.072881
970,ILS,Israeli New Sheqel,2023-08-11,4.086709
971,ILS,Israeli New Sheqel,2023-08-12,4.086709
972,ILS,Israeli New Sheqel,2023-08-13,4.087635
973,ILS,Israeli New Sheqel,2023-08-14,4.092863
974,ILS,Israeli New Sheqel,2023-08-15,4.087456
975,IMP,Manx pound,2023-08-01,0.85615
976,IMP,Manx pound,2023-08-02,0.858476
977,IMP,Manx pound,2023-08-03,0.861579
978,IMP,Manx pound,2023-08-04,0.867699
979,IMP,Manx pound,2023-08-05,0.863025
980,IMP,Manx pound,2023-08-06,0.862999
981,IMP,Manx pound,2023-08-07,0.863062
982,IMP,Manx pound,2023-08-08,0.858294
983,IMP,Manx pound,2023-08-09,0.862549
984,IMP,Manx pound,2023-08-10,0.863704
985,IMP,Manx pound,2023-08-11,0.861722
986,IMP,Manx pound,2023-08-12,0.86379
987,IMP,Manx pound,2023-08-13,0.863596
988,IMP,Manx pound,2023-08-14,0.860887
989,IMP,Manx pound,2023-08-15,0.860004
990,INR,Indian Rupee,2023-08-01,90.601176
991,INR,Indian Rupee,2023-08-02,90.541839
992,INR,Indian Rupee,2023-08-03,90.660698
993,INR,Indian Rupee,2023-08-04,91.157752
994,INR,Indian Rupee,2023-08-05,91.157752
995,INR,Indian Rupee,2023-08-06,90.985195
996,INR,Indian Rupee,2023-08-07,91.046561
997,INR,Indian Rupee,2023-08-08,90.794771
998,INR,Indian Rupee,2023-08-09,90.965679
999,INR,Indian Rupee,2023-08-10,90.926171
1000,INR,Indian Rupee,2023-08-11,90.950857
1001,INR,Indian Rupee,2023-08-12,90.950857
1002,INR,Indian Rupee,2023-08-13,90.951057
1003,INR,Indian Rupee,2023-08-14,90.871589
